,0,1
159,5.230884082,-1.141427513
160,4.864104898,3.060947729
161,1.458299327,-4.679632048
162,3.0884573,-4.230701929
163,-2.04076282,-3.910839302
164,4.507822236,-2.45678228
165,2.881703523,4.47994012
166,-4.571574034,-1.979465881
167,2.436148647,4.539980372
168,4.866883623,3.251367186
169,4.005055429,-2.803214589
170,-1.368737247,-4.443556902
171,4.566603061,-2.464963707
172,-1.132139121,-4.848014488
173,5.083963592,-1.190037979
174,5.185229771,-0.727845576
175,1.308036537,-4.292879285
176,-3.603988857,-2.700444455
177,4.662340985,2.273131236
178,3.720442956,2.967711005
179,4.32140842,-3.438058792
180,-4.589983519,-2.260751359
181,-1.507361549,-3.994660283
182,3.589120187,2.749596123
183,-1.655403218,-4.67881697
184,-0.273521149,-4.719840561
185,5.253684414,-0.187948918
186,4.701144378,3.117473102
187,-4.711727837,-2.106113978
188,-1.035309988,-4.421154232
189,3.25371529,-3.819307747
190,4.620345952,-1.74615834
191,4.830955475,1.429958557
192,2.07576815,-4.880542043
193,3.028084118,3.409743771
194,0.158686861,-4.853254893
195,4.478457775,1.74032244
196,-4.14211467,-3.670737658
197,2.064296167,-4.777496651
198,2.305699967,3.380626509
199,-2.965435401,-4.367391869
200,4.739069856,2.880687106
201,4.931138051,1.048662653
202,4.666448883,-1.240636536
203,4.409179625,1.238793663
204,1.284138383,-5.112325648
205,3.382568621,2.925956436
206,-2.657800184,-3.979043764
207,0.001717888,-4.727150772
208,4.680952272,0.249539443
209,-0.948633537,-4.823740599
210,-2.864281125,-4.676550327
211,5.105295838,0.672944249
212,3.136860981,-3.647287533
213,2.40837406,4.899789085
214,-0.788909821,-5.025930979
215,-4.731984555,-1.979602719
216,-4.475920597,-1.826575509
217,0.636947287,-4.574023187
218,5.022375979,-2.567631731
219,2.214072469,4.723773058
220,4.76848602,-1.713043734
221,-0.037128978,-4.780001468
222,4.627533914,-1.925645497
223,4.37956638,1.112426569
224,-5.036240139,-2.927244077
225,5.183444168,0.843631529
226,2.550966119,3.593200961
227,5.766887296,0.192794064
228,-1.25223361,-5.043386708
229,-1.39505182,-4.875481801
230,3.704755723,3.286939159
231,3.838579115,2.381563051
232,3.479308084,3.964560901
233,-2.045733463,-4.965978527
234,1.80061174,-4.497904149
235,4.975702376,-0.705247995
236,-1.07723468,-4.64022726
237,0.027714265,-5.028148397
238,5.422317439,0.694994172
239,0.934791181,-4.362824148
240,3.363670637,-3.019402529
241,4.584491693,2.135857728
242,2.159402543,-4.885688789
243,-3.414072404,-3.960914623
244,-0.352062924,-4.949587799
245,-2.846474053,-4.675905977
246,2.96759586,-3.132629374
247,4.968832374,-1.210917697
248,4.257289906,2.206310989
249,2.511242282,4.444530621
250,3.197133321,-2.825693578
251,3.497315126,3.541160034
252,1.86109323,-4.154317952
253,-3.20570618,-3.655166196
254,2.886917373,4.150892103
255,4.884835974,-1.054762933
256,2.730800371,-3.562037697
257,1.462499489,-4.338566874
258,3.407859915,3.860110175
259,-1.160265666,-4.737591498
260,4.550626197,-2.289740855
261,2.672056949,4.669332585
262,3.477943825,4.253849415
263,2.218779384,4.230287797
264,2.450536489,-4.219939976
265,-1.136168037,-4.903804146
266,3.042496079,3.918460205
267,2.880140201,4.068794346
268,0.679380508,-4.316168259
269,-3.208141588,-4.077330451
270,4.459609886,-1.778426289
271,-2.078124581,-4.556301759
272,3.742594715,-3.707089068
273,5.0614413,0.2952358
274,4.985903364,-1.265100427
275,3.951179516,-3.709166141
276,-0.79913841,-4.608520947
277,1.657948593,-4.224558756
278,3.775653843,-3.629915453
279,5.268803551,0.852651286
280,0.642020456,-4.617219014
281,2.762405751,4.234172738
282,3.25756039,3.600965968
283,-0.64089356,-4.550272359
284,2.72733562,4.97400547
285,1.220281047,-5.013276193
286,-3.401987067,-3.501691229
287,-3.995707857,-3.328865428
288,4.088907365,0.954331757
289,-2.177200512,-4.167690244
290,2.019937796,-4.424967708
291,-3.795240687,-3.039855196
292,-1.372698552,-4.544160136
293,4.910579986,1.13322785
294,-5.083465541,-1.415337282
295,-1.210216496,-4.544548186
296,4.98244462,0.398640395
297,1.94811071,-4.131856783
298,-0.628528154,-5.668648576
299,4.028562983,-3.141248609
300,2.92958243,4.366493653
301,-4.056199399,-2.668080392
302,4.269623589,-2.838258238
303,3.546019848,3.729631374
304,2.378896861,4.974363277
305,1.451714891,-5.388358308
306,4.250514139,0.076199091
307,-1.177042223,-4.761326051
308,2.331737409,-4.280277758
309,-0.582305722,-4.820416899
310,1.181273113,-4.24722607
311,4.532716681,-0.299557547
312,3.755629335,-4.648545808
313,-1.594181852,-4.349966083
314,0.782357044,-5.249047236
315,-3.92831924,-2.151048236
316,-0.410754326,-4.819748777
317,4.697922416,1.466139309
318,4.160387339,-2.688459117
319,5.152460309,1.412757998
320,-0.422876417,-4.550094595
321,3.359935728,-4.190645374
322,3.702569746,3.927661965
323,0.79218413,-5.297219962
324,0.839515945,-4.592387743
325,-3.704124884,-3.313182682
326,3.286746495,-3.51204424
327,3.316737896,-3.117526442
328,0.492319122,-5.360987447
329,-4.252521269,-3.212070964
330,4.776697516,-0.647938907
331,2.342501129,4.607520211
332,-0.970285704,-3.896840221
333,3.043249769,3.231175796
334,2.441466892,-3.244673117
335,-1.916177512,-4.027144841
336,2.489176371,-4.025893881
337,-1.298260258,-5.244608904
338,5.422145447,-0.171924295
339,5.68526067,-2.234615636
340,3.541473026,-3.05195615
341,5.202399428,0.099146892
342,-1.306712488,-5.346091802
343,3.395746987,-4.00184713
344,1.80493991,-5.255436622
345,3.281946974,-3.789031796
346,-3.058260893,-3.814648783
347,-1.821757976,-3.843398163
348,3.251344275,-3.659486702
349,-3.335337603,-3.431524607
350,3.51615379,-3.248778691
351,-4.289447123,-3.217902263
352,2.847099095,3.909226583
353,4.166176939,-1.665789813
354,2.216615137,-5.251542471
355,5.299861731,1.376984435
356,0.580860709,-5.19620184
357,0.250215972,-4.906846586
358,-0.71084898,-4.973850542
359,-1.684360088,-5.220373141
360,2.240367104,-4.756733571
361,-1.961151485,-4.633700071
362,4.438766193,0.174224654
363,4.71775702,0.979758487
364,3.509587623,3.480749656
365,0.065012682,-5.368831392
366,3.954508429,-2.1616242
367,3.944682901,3.44722433
368,-0.332461288,-4.896505687
369,-5.037123273,-2.188869458
370,3.619943673,-2.661675981
371,5.146105999,2.787772633
372,2.156558569,4.275142091
373,5.238224302,0.170891102
374,3.802492046,-2.641996839
375,3.122827139,4.355099382
376,2.787523856,4.191141373
377,2.32077711,4.004147004
378,0.244707563,-5.263275662
379,2.244784677,4.631079851
380,-2.961857123,-3.65329097
381,5.06113017,2.265102019
382,4.60785342,1.734341369
383,2.856114354,3.265227721
384,-3.507412546,-3.468678489
385,4.155984349,2.504851869
386,4.89884803,-0.230827607
387,3.599479729,3.911793527
388,1.947356091,-4.290107279
389,4.877175982,-1.409344451
390,3.829011532,-3.57138365
391,-4.109939516,-2.593175126
392,4.151000584,2.162457977
393,-5.249091885,-2.835251993
394,3.996554354,-3.334632616
395,-4.188256324,-2.781826746
396,5.698717644,-0.417610653
397,-2.679478193,-3.812174926
398,2.301733505,4.611481786
399,0.442503657,-5.085154029
400,-2.477657517,-3.85351753
401,5.357639418,-0.461153383
402,1.580316254,-4.541893661
403,-4.609985204,-1.819760399
404,3.284011625,-4.090729956
405,-1.949565103,-4.51782478
406,0.431710269,-5.069974677
407,2.709842009,4.050703676
408,3.931461698,3.504138347
409,-4.879434446,-2.531517417
410,4.474475817,0.796029254
411,2.914409699,2.979569685
412,1.87745393,4.819436463
413,3.829612037,-2.923403117
414,4.382607514,1.143648
415,-1.731626547,-3.504252107
416,3.13112247,-4.548682583
417,4.612255935,-0.370471733
418,3.536685855,-3.741804301
419,4.492017749,-1.836110032
420,2.757874777,-4.460959919
421,-3.979545985,-1.957467075
422,3.175128874,4.30807165
423,2.699065709,3.730718974
424,5.374636274,0.749325935
425,1.535072583,-4.572707763
426,4.319862906,-2.053794998
427,0.048182949,-6.003592606
428,5.290115788,-1.49485733
429,3.965193547,3.548487961
430,4.727435476,-0.563577325
431,-3.457417061,-4.254504955
432,0.406170918,-4.755004102
433,3.172935485,-4.748702332
434,5.400145307,0.207021054
435,2.624582363,-4.885904915
436,4.378167928,-1.155249224
437,4.489132835,1.84071167
438,2.343841122,5.331921162
439,-3.262764145,-2.672123177
440,-2.848466532,-3.933093919
441,-2.825314875,-3.962965219
442,-0.915339727,-5.193982681
443,2.330991508,-5.385591518
444,4.920337607,1.873255486
445,5.315327644,-0.14401461
446,2.429739272,5.448286621
447,4.890351399,-1.312067867
448,-0.459098871,-5.011213378
449,5.635489836,0.649528449
450,1.766309772,4.396366162
451,2.813597979,4.683232362
452,-0.147239761,-4.341129435
453,4.550875122,0.982812398
454,3.347580516,3.967771628
455,5.03835858,-1.531583482
456,1.898329057,-4.308258875
457,4.937662881,-0.39489215
458,1.142775516,-4.750502167
459,1.144763573,-5.100344318
460,-3.90837044,-3.167844098
461,-0.380899989,-5.212804587
462,3.858078159,3.0226856
463,0.698230605,-4.348896653
464,5.069832913,1.035832912
465,-3.536048129,-4.266073048
466,1.92363829,-4.998285697
467,2.955764067,3.871809845
468,0.309595465,-5.567893278
469,4.193612123,-3.081529632
470,4.708453243,1.803305747
471,0.088653664,-5.075509894
472,2.004528828,-3.925371533
473,-0.196170291,-4.944750794
474,5.116110946,-0.50303558
475,0.283126479,-5.54517526
476,2.60128775,4.307376766
477,3.65957129,3.957890259
478,-3.448358666,-4.454275758
479,5.247132829,-0.507484854
480,-4.53475853,-1.672952901
481,1.5393171,-4.453302788
482,5.110809342,1.18450963
483,5.711349343,-1.883021991
484,3.787827384,-3.181932049
485,4.927777703,0.270524955
486,-1.646764356,-4.19568938
487,3.946188185,0.589950231
488,4.42480851,1.913695769
489,-1.645980945,-5.194962711
490,-0.64969318,-5.577049402
491,0.267034849,-5.677457347
492,4.307972248,2.43883947
493,4.763432033,-0.747535828
494,1.178026335,-4.685110106
495,4.392065244,2.586523837
496,4.43370397,2.416516349
497,-1.73858247,-4.546888123
498,-2.180084886,-4.267130677
499,-3.270730747,-4.615322432
500,4.111917477,3.172845074
501,1.426114819,-4.286477246
502,2.608902123,-4.319133559
503,-2.713622306,-4.620296995
504,-0.47929589,-4.847921911
505,2.667307172,5.018352246
506,-3.093241588,-4.63854025
507,4.013914449,-2.983328069
508,3.854802771,-3.194109569
509,4.083065591,-3.53636973
510,4.893160008,-1.170697999
511,5.348437648,-2.1374465
512,4.005819823,1.286139031
513,3.498874156,3.44943025
514,-0.391013741,-5.122289825
515,2.627263118,4.47029777
516,-4.642454319,-1.749416574
517,3.019550286,3.706989423
518,5.176166345,-1.075350506
519,5.473258318,-0.418731057
520,0.621208535,-4.327944463
521,3.901197986,-3.359976218
522,2.365661065,3.662664208
523,2.816085648,4.207705308
524,4.160279228,-2.0045381
525,3.73454259,-2.391231012
526,-4.443098241,-2.663222373
527,4.59545949,-0.570626509
528,1.196762863,-4.757192798
529,0.792818749,-5.202338175
530,2.548601365,4.239630333
531,-0.265326619,-4.957707438
532,4.659739496,-3.0489744
533,3.198547849,3.781522103
534,4.320046827,-2.792881032
535,5.525161828,-1.959723152
536,-4.881538849,-2.93072963
537,5.698865682,0.671757973
538,-1.514350597,-4.304240133
539,-4.136601237,-3.269962811
540,-3.095855815,-3.505654243
541,4.959502163,1.592204353
542,4.846113609,-0.627133293
543,2.307663452,4.0910748
544,4.925283118,-2.300031701
545,-2.587482284,-4.570372828
546,-2.417838323,-4.257543193
547,2.880714482,3.588812502
548,-3.471495711,-2.349677988
549,4.425301615,3.18659463
550,-1.460375593,-4.614261756
551,3.507203783,-3.76222121
552,-0.584730865,-4.596968065
553,-1.287434407,-4.993813462
554,-3.818308669,-3.149356754
555,2.124103007,-5.404529697
556,5.688914366,-0.289629322
557,-3.965237935,-3.431184359
558,4.760567011,-1.023540736
559,3.827459302,2.608575636
560,4.354860207,-0.843315694
561,4.566428904,-1.973734917
562,-0.278902679,-4.912775749
563,-3.802835071,-4.07843331
564,4.279608885,3.012616205
565,-3.428614099,-4.150968933
566,2.427317722,4.259689542
567,4.905715701,2.42045895
568,2.282561973,4.363166956
569,4.438058484,-1.398451645
570,0.108901516,-5.485479942
571,-1.132897895,-4.45354318
572,2.493182876,-3.905994018
573,2.13293807,-4.762291142
574,2.636856139,-3.936089072
575,-3.925024593,-2.890978263
576,-3.640345403,-3.438309746
577,2.273527367,-4.371155407
578,3.231796339,-4.120736152
579,4.924585169,-0.734410109
580,4.018570454,1.905510143
581,1.505716862,-5.102632515
582,4.086387012,3.057539442
583,4.225534962,2.69392589
584,3.093228189,4.075853564
585,-1.981261148,-4.43934406
586,3.409939625,3.389096593
587,5.632271501,-1.590987491
588,-1.538786282,-4.259159575
589,-3.684984584,-4.150198954
590,2.792946125,3.45161605
591,2.229100623,-4.554418287
592,5.041244562,-0.675545832
593,4.497654356,2.929630931
594,-2.09726187,-5.38651892
595,1.618534693,-4.648343757
596,-2.355592274,-4.167024771
597,5.131988869,-0.788391501
598,-3.415579301,-3.266104427
599,3.707864826,3.160286457
600,2.507815956,-5.387084314
601,0.546007333,-5.400528349
602,2.341685732,3.736222246
603,-1.734388525,-4.802436985
604,-4.858313692,-2.752457864
605,-1.651354399,-5.90207076
606,3.879650907,-3.535565488
607,2.154324953,-5.288326012
608,4.760553849,-0.627422926
609,4.741567573,3.074586516
610,4.785649724,0.124279142
611,1.368525653,-4.193601657
612,5.599226788,-2.926656087
613,-3.558320566,-3.73094555
614,0.342426969,-5.15695828
615,2.118922672,-5.04609979
616,4.319477861,-1.643702446
617,4.053154049,-4.030826765
618,4.716724145,0.781843116
619,-4.221805667,-2.114523864
620,3.412904603,3.680832164
621,3.995037092,-2.40926683
622,3.951842221,3.889610843
623,-3.46078805,-3.532433361
624,-3.261399601,-3.738019194
625,4.481074217,0.703709775
626,4.248645619,-2.877682189
627,1.381816362,-5.005888979
628,4.52385531,-1.671830017
629,3.607230596,3.729376433
630,-0.218151909,-5.185901362
631,-2.001288199,-4.126253278
632,0.530613895,-5.473461693
633,-0.194732251,-5.218647451
634,4.979804814,-0.87341297
635,0.652444087,-4.573599405
636,-2.84042771,-4.108566715
637,-2.743863803,-3.445531552
638,-1.884602066,-5.035993356
639,3.393334537,-3.274362644
640,-1.598266674,-4.702188391
641,4.733550348,0.541712015
642,3.46655818,3.931695633
643,-3.88782793,-1.780558283
644,3.825987257,-3.219113722
645,4.612913147,2.035410694
646,4.808394458,-1.825575247
647,4.05410662,-1.545264176
648,2.524378716,-3.671250463
649,-2.414880966,-4.353800349
650,5.711744868,0.987856661
651,4.655827584,-1.723441581
652,3.464411514,3.625225439
653,3.291241019,-3.652751172
654,-1.90702876,-5.007946318
655,-3.212862004,-3.054214622
656,4.052985845,3.126297425
657,4.030628586,1.510632572
658,5.850158094,-0.122914249
659,4.364562828,-3.098615437
660,5.319876208,1.222218712
661,4.209492194,-1.070314048
662,4.402108805,-1.714906899
663,-0.595110882,-4.415353713
664,-2.782692165,-5.814101056
665,-1.412731648,-4.963960217
666,4.460922148,1.643841781
667,2.984688631,4.776418134
668,-4.220139814,-2.695500499
669,2.424085602,4.936219573
670,3.724306222,-3.38196284
671,3.839575495,3.12272402
672,2.359990367,-4.193143414
673,-3.570125443,-3.312363182
674,4.64492311,-2.971368608
675,4.248821527,1.984253748
676,5.225545947,-0.707634742
677,4.459896896,0.557440325
678,-4.066852908,-2.020244291
679,-3.223465604,-3.2233657
680,1.833028944,-4.583734181
681,5.225548929,-0.278144435
682,3.158963315,-4.199682249
683,-1.596511527,-5.293605591
684,2.908350833,3.79986631
685,-0.107559264,-4.965996575
686,4.854132314,-2.716055667
687,3.825170544,3.097566473
688,3.208937415,3.547031651
689,-3.804513839,-2.775159653
690,4.052362635,-3.01710199
691,-2.748116736,-4.037538061
692,4.010166989,-1.492618204
693,2.770400402,-5.085484258
694,3.083472774,4.126581962
695,-1.794054004,-4.035103557
696,3.798662543,2.760309001
697,3.620399314,2.916176599
698,2.539653426,-4.765488883
699,-4.698521366,-2.538708179
700,4.189457035,-3.362757882
701,3.663315698,-3.15414793
702,-1.367277187,-4.170162884
703,2.527842643,-4.181393513
704,4.279058871,-3.481264093
705,4.145744641,-2.873056163
706,4.873372999,-1.542961834
707,0.863324411,-4.424767851
708,4.340814667,2.987782896
709,2.723766213,-4.128830951
710,-3.896550412,-3.636579454
711,4.767365368,-1.328115837
712,4.980180346,-0.446806112
713,2.625434766,-4.293789582
714,0.971176333,-4.951899777
715,1.968405595,-4.100591992
716,-3.846232412,-3.267115351
717,4.98544218,0.050959418
718,4.494830031,-1.941614886
719,5.113902811,-1.019105355
720,4.645917211,0.934474772
721,4.652082844,-2.548345674
722,-4.422003498,-2.038819973
723,4.341507319,2.368973436
724,1.511934461,-4.942646164
725,4.515123816,2.678546405
726,5.195653152,0.835992884
727,-1.973827717,-4.929426958
728,5.281159538,1.163637758
729,4.813999175,-1.164979884
730,5.082055581,-0.663518057
731,-3.077798032,-3.418433129
732,2.22060187,4.83627419
733,1.078413234,-3.831316843
734,5.28050175,1.383366351
735,-0.259020477,-5.087175876
736,3.33609611,4.456739499
737,-3.996745542,-2.791884066
738,4.324164691,-2.018785322
739,-2.711509237,-4.96624861
740,5.074784391,-0.512539787
741,2.004059889,4.396344046
742,1.806470305,-4.431868336
743,3.293138054,4.458562017
744,1.648925876,-4.618814235
745,2.027162723,-4.097209635
746,-2.039060925,-4.187524344
747,2.763412872,-3.335746676
748,3.928974762,-3.630598433
749,4.728523732,0.119364981
750,5.428873716,-0.033746868
751,-3.022067738,-4.567726165
752,3.824707789,2.427045333
753,4.392439145,2.939748431
754,1.631250217,-5.009806879
755,-0.103971255,-4.331297963
756,4.580128169,-1.776357166
757,0.28511701,-4.346489149
758,4.706855051,-0.220784866
759,-2.099129479,-4.502717595
760,0.767971941,-4.828197225
761,4.561559643,-1.136350736
762,3.460325374,3.249943303
763,1.701353331,-4.220753071
764,-3.475844788,-4.157411723
765,-4.22342842,-2.447996271
766,4.21503331,-2.283117949
767,-2.91265555,-3.353362957
768,2.258152689,-4.200842339
769,-4.029426812,-2.665886447
770,1.953314969,4.437811512
771,4.693686649,-2.517575039
772,1.743728661,-4.655608062
773,-1.374354329,-5.314279197
774,-4.866209984,-2.31417987
775,-2.049718054,-4.232690059
776,-4.483574014,-2.306019564
777,0.973277658,-5.494421529
778,3.638519269,2.482853962
779,1.905989007,4.587903191
780,-4.352536009,-2.752364322
781,2.643590551,3.04375149
782,2.568754557,-4.025711558
783,-1.695058716,-4.871515444
784,3.41963724,-3.57222497
785,4.640654676,-3.455867296
786,-0.390638984,-5.1332876
787,5.059660796,0.816263837
788,3.809139778,-2.429508578
789,-3.598185015,-4.042112211
790,2.367718433,-4.792412709
791,-4.91673517,-1.771161427
792,-4.975774942,-3.431005556
793,-4.03381892,-3.062344679
794,2.302141895,-3.456623944
795,1.981777024,4.027274081
796,4.364905019,0.152583231
797,-3.045698553,-4.540387285
798,4.177306172,2.783585594
799,-3.220268083,-3.928419718
800,0.482065816,-5.261225108
801,3.900367252,3.22130143
802,-3.766472147,-2.585708167
803,3.959432738,1.733880364
804,3.07990428,-4.232329151
805,2.1720401,4.21955199
806,2.209296948,-3.776728808
807,4.627849075,-2.805777609
808,4.55597995,3.214743847
809,-4.072961863,-2.635071598
810,-1.604941604,-4.447727724
811,0.537302858,-4.834832756
812,4.901250872,-0.126406243
813,3.73832507,4.065313786
814,2.782464147,3.918362135
815,0.381367476,-4.532405984
816,3.26327586,-4.17619834
817,4.208108821,-3.156343464
818,2.36130569,-4.092611377
819,-2.553791011,-4.535146991
820,-1.408288109,-4.737257326
821,3.865910361,3.648182171
822,3.740551823,-3.660732356
823,2.891135814,3.705012613
824,-2.594466989,-3.667826313
825,-3.548118478,-4.35413593
826,-3.227982695,-3.796936052
827,1.143191068,-5.085224906
828,-0.320924913,-5.057442083
829,5.160464544,-1.598361262
830,-1.244339977,-4.440316271
831,5.537902058,0.525860987
832,4.098375724,2.634043668
833,-2.402205674,-4.197464221
834,-4.29800781,-2.154756584
835,0.806052108,-4.653202959
836,2.581794652,4.155969159
837,-2.166605927,-4.595050374
838,-3.491482232,-2.92663474
839,3.687884412,3.467783263
840,-4.376562489,-3.570616711
841,-3.743538929,-3.307344633
842,5.520995504,1.053068383
843,4.770912753,-1.243188071
844,3.739475238,3.615246906
845,-4.13456278,-2.321808024
846,4.957982954,2.120455154
847,3.904119871,-3.759326393
848,4.71432278,-2.042087804
849,1.342944784,-4.886876263
850,2.654525519,-4.751416496
851,3.811334752,3.396798593
852,3.270576614,-3.407881927
853,2.845741606,-3.525842637
854,4.901122792,-2.508839399
855,1.979766227,-5.228932596
856,2.997264851,3.485567831
857,4.655697144,2.639877149
858,5.577783894,-1.491528003
859,4.875890952,2.138813556
860,5.341741405,3.280937969
861,-0.15887716,-5.507711993
862,5.281178512,0.595129718
863,3.013772953,-4.476980371
864,3.948451925,3.071598593
865,-4.045965465,-2.532814499
866,5.016933661,-0.994195028
867,0.427975661,-4.519751991
868,-4.274630214,-2.279865645
869,3.363564178,-4.093900184
870,2.399352343,3.99882691
871,4.782019371,0.127512955
872,2.623269527,3.221091285
873,-1.43381246,-5.312196262
874,4.517935234,-1.916149809
875,4.619419514,3.595095621
876,-0.13783826,-4.80055576
877,0.697386316,-4.907013093
878,4.168946305,0.022757408
879,3.359190817,-3.270854185
880,-0.682913336,-4.727709831
881,3.553592646,-2.794438607
882,-3.198156612,-3.179797527
883,5.132234121,-1.545613195
884,-1.402548921,-5.083359308
885,3.427798209,3.920994909
886,2.747827575,4.902529974
887,2.348742382,-4.994923321
888,-3.005846925,-3.748733897
889,1.92804815,-5.179629135
890,-3.905484477,-2.902722742
891,4.631468056,-0.935734529
892,4.763195684,0.143377148
893,-0.880634553,-5.423438829
894,4.402786911,3.029838584
895,-5.214408606,-1.509334228
896,5.178434513,0.310023968
897,4.476715588,3.254556256
898,-1.136304131,-4.173261138
899,3.932138106,2.463228544
900,-1.606699561,-4.703220537
901,-1.960697011,-5.636604095
902,3.086944918,3.582541693
903,-4.202435691,-2.462155628
904,0.374025364,-4.466332522
905,5.078377611,0.052689972
906,5.403065659,0.087666962
907,3.527053065,-3.057355149
908,2.513954478,-4.516029717
909,4.46161537,2.103822326
910,2.680576043,-3.886234914
911,4.906544814,-3.018858281
912,3.394727613,2.922155362
913,3.996424511,2.240566548
914,4.814156685,2.047067907
915,5.012845785,-0.613891761
916,-0.553266145,-4.761901014
917,5.260306457,-0.29320184
918,2.095452003,-4.201691524
919,0.806458958,-4.966246033
920,5.363130484,-1.000258308
921,-4.508175184,-1.964158589
922,0.100044291,-5.429459603
923,1.534923535,-4.814422812
924,4.603792427,-0.961134132
925,4.91424546,0.684365312
926,4.552629774,1.895806586
927,2.989926027,4.236462061
928,-1.847418827,-4.882302896
929,4.999559475,1.421972639
930,4.688815329,1.737756035
931,2.769582523,3.140915287
932,-1.612217804,-5.159748255
